"Date","Price","Open","High","Low","Vol.","Change %"
"05/22/1997","342.65","343.10","342.65","342.65","","-0.09%"
"05/21/1997","342.95","343.15","342.95","342.95","","-0.04%"
"05/20/1997","343.10","341.00","343.10","343.10","","0.45%"
"05/19/1997","341.55","344.45","341.55","341.55","","-0.73%"
"05/16/1997","344.05","347.25","344.05","344.05","","-0.98%"
"05/15/1997","347.45","347.35","347.45","347.45","","-0.10%"
"05/14/1997","347.80","349.25","347.80","347.80","","-0.49%"
"05/13/1997","349.50","347.55","349.50","349.50","","0.53%"
"05/12/1997","347.65","348.35","347.65","347.65","","-0.11%"
"05/09/1997","348.05","343.65","348.05","348.05","","1.25%"
"05/08/1997","343.75","341.65","343.75","343.75","","0.67%"
"05/07/1997","341.45","340.35","341.45","341.45","","0.29%"
"05/06/1997","340.45","342.75","340.45","340.45","","-0.70%"
"05/05/1997","342.85","340.25","342.85","342.85","","0.76%"
